date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:45:37	151/151	---M-Z	200	added ('OK')	text/plain	date:Sun,%2020%20Jul%202025%2011:45:38%20GMT	https://julienailsga.com/robots.txt		(from )
18:45:38	157859/157859	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Jul%202025%2011:45:38%20GMT	https://julienailsga.com/	C:/My%20Web%20Sites/demojulienail2/julienailsga.com	(from )
18:45:38	261/261	---M--	405	error ('Not%20allowed.')	text/html	date:Sun,%2020%20Jul%202025%2011:45:39%20GMT	https://julienailsga.com/xmlrpc.php	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/xmlrpc.php	(from https://julienailsga.com/)
18:45:38	999/999	---M-Z	200	added ('OK')	text/css	etag:W/%2267d9aff1-3e7%22	https://julienailsga.com/wp-content/plugins/dg-divi-carousel/assets/css/dica-builder.css?ver=3.0.0	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/wp-content/plugins/dg-divi-carousel/assets/css/dica-builder6e0e.css	(from https://julienailsga.com/)
18:45:39	1470/1470	---MCZ	200	added ('OK')	text/css	etag:W/%2267d9aff1-5be%22	https://julienailsga.com/wp-content/plugins/dg-divi-carousel/styles/light-box-styles.css?ver=3.0.0	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/wp-content/plugins/dg-divi-carousel/styles/light-box-styles6e0e.css	(from https://julienailsga.com/)
18:45:39	1166/1166	---M--	200	added ('OK')	application/rss+xml	etag:%225b414e7799b7d89799e9ef851f9bcac3%22	https://julienailsga.com/feed/	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/feed/index.html	(from https://julienailsga.com/)
18:45:40	13677/13677	---M-Z	200	added ('OK')	text/css	etag:W/%2267d9aff1-356d%22	https://julienailsga.com/wp-content/plugins/dg-divi-carousel/styles/swiper.min.css?ver=3.0.0	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/wp-content/plugins/dg-divi-carousel/styles/swiper.min6e0e.css	(from https://julienailsga.com/)
18:45:40	9427/9427	---M--	200	added ('OK')	image/gif	etag:W/%2267454d7a-24d3%22	https://julienailsga.com/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	(from https://julienailsga.com/)
18:45:45	34350/34350	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2267454d7a-862e%22	http://julienailsga.com/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400.eot	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400.eot	(from https://julienailsga.com/)
18:45:46	92172/92172	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2267454d7a-1680c%22	http://julienailsga.com/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	(from https://julienailsga.com/)
18:45:46	772/772	---M--	200	added ('OK')	application/rss+xml	etag:%225b414e7799b7d89799e9ef851f9bcac3%22	https://julienailsga.com/comments/feed/	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/comments/feed/index.html	(from https://julienailsga.com/)
18:45:46	18463/18463	---M-Z	200	added ('OK')	text/css	etag:W/%2268191d5a-481f%22	https://julienailsga.com/wp-content/et-cache/73/et-divi-dynamic-tb-237468-tb-237470-73.css?ver=1746476378	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/wp-content/et-cache/73/et-divi-dynamic-tb-237468-tb-237470-736d0b.css	(from https://julienailsga.com/)
18:45:46	28916/28916	---M-Z	200	added ('OK')	text/css	etag:W/%2267d9aff1-70f4%22	https://julienailsga.com/wp-content/plugins/dg-divi-carousel/styles/style.min.css?ver=3.0.0	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/wp-content/plugins/dg-divi-carousel/styles/style.min6e0e.css	(from https://julienailsga.com/)
18:45:47	474385/474385	---MCZ	200	added ('OK')	text/css	etag:W/%2264af7e58-73d11%22	https://julienailsga.com/wp-content/plugins/supreme-modules-pro-for-divi/styles/style.min.css?ver=4.8.71	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/wp-content/plugins/supreme-modules-pro-for-divi/styles/style.min9bc2.css	(from https://julienailsga.com/)
18:45:47	6470/6470	---M-Z	200	added ('OK')	text/css	etag:W/%2267454d7a-1946%22	https://julienailsga.com/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/css/magnific_popup.css?ver=4.8.71	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/css/magnific_popup9bc2.css	(from https://julienailsga.com/)
18:45:47	22634/22634	---MCZ	200	added ('OK')	text/css	etag:W/%2264af7e58-586a%22	https://julienailsga.com/wp-content/plugins/supreme-modules-pro-for-divi/public/css/swiper.css?ver=4.8.71	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/wp-content/plugins/supreme-modules-pro-for-divi/public/css/swiper9bc2.css	(from https://julienailsga.com/)
18:45:48	7042/7042	---M-Z	200	added ('OK')	text/css	etag:W/%2264af7e58-1b82%22	https://julienailsga.com/wp-content/plugins/supreme-modules-pro-for-divi/public/css/popup.css?ver=4.8.71	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/wp-content/plugins/supreme-modules-pro-for-divi/public/css/popup9bc2.css	(from https://julienailsga.com/)
18:45:48	85371/85371	---M-Z	200	added ('OK')	text/css	etag:W/%2264af7e58-14d7b%22	https://julienailsga.com/wp-content/plugins/supreme-modules-pro-for-divi/public/css/animate.css?ver=4.8.71	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/wp-content/plugins/supreme-modules-pro-for-divi/public/css/animate9bc2.css	(from https://julienailsga.com/)
18:45:48	1553/1553	---M-Z	200	added ('OK')	text/css	etag:W/%2264af7e58-611%22	https://julienailsga.com/wp-content/plugins/supreme-modules-pro-for-divi/public/css/readmore.css?ver=4.8.71	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/wp-content/plugins/supreme-modules-pro-for-divi/public/css/readmore9bc2.css	(from https://julienailsga.com/)
18:45:49	230458/230458	---M-Z	200	added ('OK')	application/json	date:Sun,%2020%20Jul%202025%2011:45:50%20GMT	https://julienailsga.com/wp-json/	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/wp-json/index.html	(from https://julienailsga.com/)
18:45:50	81554/81554	---M-Z	200	added ('OK')	application/json	date:Sun,%2020%20Jul%202025%2011:45:50%20GMT	https://julienailsga.com/wp-json/wp/v2/pages/73	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/wp-json/wp/v2/pages/73.json	(from https://julienailsga.com/)
18:45:50	262/262	---M--	405	error ('Not%20allowed.')	text/html	date:Sun,%2020%20Jul%202025%2011:45:51%20GMT	https://julienailsga.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/xmlrpc0db0.php	(from https://julienailsga.com/)
18:45:50	2340/2340	---M-Z	200	added ('OK')	application/json	date:Sun,%2020%20Jul%202025%2011:45:51%20GMT	https://julienailsga.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjulienailsga.com%2F	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/wp-json/oembed/1.0/embedce4a.json	(from https://julienailsga.com/)
18:45:51	2537/2537	---M-Z	200	added ('OK')	text/xml	date:Sun,%2020%20Jul%202025%2011:45:52%20GMT	https://julienailsga.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjulienailsga.com%2F&format=xml	C:/My%20Web%20Sites/demojulienail2/julienailsga.com/wp-json/oembed/1.0/embed3a95	(from https://julienailsga.com/)
